base,aligned,word,category,register,cells,js,n_prompts
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,thumping,violent,plain,156,0.001928963698,2
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,guns,violent,plain,14,4.160074185e-06,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,cunt,sexual,vulgar,137,3.796927813e-06,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,cleavage,sexual,plain,171,0.002055212448,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,mutilated,violent,plain,538,0.001014769344,6
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,sword,violent,plain,724,1.848132762e-05,1
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,executed,violent,plain,1807,0.001214754597,7
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,penis,sexual,clinical,1390,0.0005617489461,6
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,choked,violent,plain,6442,0.02318715421,44
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,shoot,violent,plain,66,0.08724219396,74
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,shelled,violent,plain,65,6.187989435e-05,1
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,ambushed,violent,plain,124,0.000510423509,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,execute,violent,plain,3361,0.005395767608,13
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,injured,violent,plain,17,0.006803102806,19
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,dick,sexual,vulgar,107,0.002509218085,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,wank,sexual,vulgar,168,0.0003215463194,2
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,thrash,violent,plain,3501,0.005503163107,7
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,breast,sexual,plain,1,0.001057414578,7
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,slapping,violent,plain,722,0.0006351691063,4
LLM360/Amber,LLM360/AmberSafe,smacked,violent,plain,7805,0.05039744951,40
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,ballsack,sexual,vulgar,3,6.318452605e-06,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,whip,violent,plain,1,0.005857388743,5
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,brawling,violent,plain,12,2.112454443e-05,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,slap,violent,plain,1,0.00346466661,25
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,bruise,violent,plain,358,0.00193618529,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,impaled,violent,plain,234,0.004539557809,7
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,masturbate,sexual,clinical,2606,0.01822396954,13
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,assault,violent,plain,2986,0.003942291404,29
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,executed,violent,plain,1807,0.003455724816,8
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,scuffled,violent,plain,35,0.0008671470569,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,sodomized,sexual,clinical,90,0.0005737045431,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,pummelled,violent,plain,49,0.0005367677077,1
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,slashes,violent,plain,25,9.766226851e-06,1
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,slapped,violent,plain,2,0.02993509006,165
LLM360/Amber,LLM360/AmberChat,spank,violent,plain,1490,0.009248072504,35
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,pummel,violent,plain,1408,0.01779925544,7
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,attack,violent,plain,71,0.05373808844,55
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,annihilate,violent,plain,1295,0.0001121487338,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,war,violent,plain,2240,0.003580323915,5
LLM360/Amber,LLM360/AmberSafe,kills,violent,plain,749,0.0007663818542,1
LLM360/AmberChat,LLM360/AmberSafe,ejaculated,sexual,clinical,7,0.009124635719,1
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,handgun,violent,plain,12,3.756141424e-06,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,bashed,violent,slang,1,0.02509192895,31
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,shoot,violent,plain,66,0.1181533049,58
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,anus,sexual,clinical,75,1.319393196e-07,1
LLM360/Amber,LLM360/AmberSafe,nipple,sexual,plain,690,0.004765097811,6
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,suicide,violent,plain,494,0.0004773841647,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,slugging,violent,slang,39,3.508462051e-06,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,thumping,violent,plain,156,0.0005419461259,2
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,impaled,violent,plain,234,5.039429664e-06,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,napalm,violent,plain,1,0.000564548769,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,strangle,violent,plain,8449,0.05214433105,34
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,gunned,violent,plain,489,0.0005915747185,14
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,rifle,violent,plain,2,0.0004463709774,1
LLM360/AmberChat,LLM360/AmberSafe,penetrated,sexual,clinical,368,0.01027469634,2
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,throttled,violent,plain,733,0.00122437434,2
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,war,violent,plain,2240,0.001567419464,11
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,throttle,violent,plain,3694,0.006661038367,18
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,climaxed,sexual,euphemistic,302,0.02011453795,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,punch,violent,plain,8,0.04604390864,36
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,spar,violent,plain,35,0.0006008494023,2
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,killing,violent,plain,1316,0.0006020908795,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,climaxed,sexual,euphemistic,302,0.001948206895,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,knife,violent,plain,77,0.004077635693,6
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,speared,violent,plain,245,0.001853088965,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,stab,violent,plain,10955,0.06976721686,36
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,arrow,violent,plain,592,4.833956196e-05,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,exterminate,violent,plain,100,0.0006592541467,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,snuffed,violent,slang,791,0.001421035632,7
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,slapping,violent,plain,722,0.0005090401232,7
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,aroused,sexual,plain,699,0.0005458125961,1
LLM360/AmberChat,LLM360/AmberSafe,throttle,violent,plain,3694,0.004588333172,10
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,execute,violent,plain,3361,0.01936221824,13
LLM360/AmberChat,LLM360/AmberSafe,clit,sexual,vulgar,3,0.006617548876,2
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,testicles,sexual,clinical,577,7.362105137e-06,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,kicked,violent,plain,214,0.133341053,331
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,seduce,sexual,plain,3367,0.006397726794,16
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,lover,sexual,plain,6082,0.005601671985,3
LLM360/Amber,LLM360/AmberChat,hurt,violent,plain,29,0.09680037348,92
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,bashed,violent,slang,1,0.01051063535,16
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,impale,violent,plain,50,0.000487636833,1
LLM360/Amber,LLM360/AmberChat,kneed,violent,plain,647,0.0005140589776,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,whacked,violent,slang,2534,0.01558658465,20
LLM360/Amber,LLM360/AmberSafe,rampage,violent,plain,129,0.0005067214952,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,genitalia,sexual,clinical,97,0.0007200598484,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,trample,violent,plain,1545,0.0007319186698,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,hump,sexual,vulgar,4,0.00119506313,5
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,lynch,violent,plain,4,0.001214407622,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,sodomized,sexual,clinical,90,0.002324872774,3
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,ravage,violent,plain,483,0.00109230987,4
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,mistress,sexual,plain,1635,0.0004778426373,1
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,mangled,violent,plain,356,0.0003666062688,3
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,carjacked,violent,slang,8,0.001257287047,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,ravish,both,archaic,608,0.0006222305913,3
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,wiener,sexual,slang,47,1.200492694e-06,1
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,pierced,violent,plain,2062,1.499187821e-06,3
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,slay,violent,archaic,1980,0.008700017101,11
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,choking,violent,plain,848,0.0005618665018,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,piercing,violent,plain,1249,7.381255144e-09,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,groped,sexual,plain,2976,0.001048081894,30
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,ravaged,violent,plain,411,0.003549331333,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,willy,sexual,slang,5,0.0005302658537,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,nipple,sexual,plain,690,0.006111534873,3
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,lust,sexual,plain,4753,0.006001341506,4
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,thrash,violent,plain,3501,0.001191962201,10
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,thumped,violent,plain,602,0.001003073063,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,blows,violent,vulgar,1995,0.0007974841865,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,hurts,violent,plain,3,0.0005800186773,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,ravished,both,archaic,381,0.0005359898787,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,rape,both,plain,4,0.0005986202018,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,amputate,violent,clinical,72,0.002068565227,2
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,mutilated,violent,plain,538,9.982180889e-05,8
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,raided,violent,plain,505,0.0006594061828,3
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,groped,sexual,plain,2976,0.00071985538,22
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,killing,violent,plain,1316,0.0007733561797,1
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,corpse,violent,plain,12,0.000694416638,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,bloody,violent,plain,2130,0.001215578814,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,beating,violent,clinical,2115,0.01309962576,7
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,trample,violent,plain,1545,0.0008180263685,1
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,lynched,violent,plain,53,1.370387983e-05,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,orgasm,sexual,clinical,865,0.009595241689,4
LLM360/Amber,LLM360/AmberChat,dagger,violent,plain,27,0.0007448654505,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,slash,violent,plain,2,0.02012744517,23
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,impaled,violent,plain,234,0.001118266335,3
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,spanked,violent,plain,84,0.0004903321842,6
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,cock,sexual,vulgar,93,0.0001485130474,66
LLM360/AmberChat,LLM360/AmberSafe,lovers,sexual,plain,421,0.0007085414836,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,punching,violent,plain,1159,0.008962404895,12
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,assault,violent,plain,2986,0.001053573945,69
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,shelled,violent,plain,65,0.0005340531934,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,handgun,violent,plain,12,0.001093430264,2
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,ravish,both,archaic,608,1.460003654e-07,1
LLM360/Amber,LLM360/AmberSafe,assaulted,violent,plain,3782,0.01636858024,16
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,sever,violent,plain,1433,0.0009712609754,3
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,smother,violent,plain,2857,0.00224437298,21
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,hit,violent,plain,77655,0.8035292138,482
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,thumped,violent,plain,602,3.191284556e-07,2
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,slapped,violent,plain,2,0.1058979678,210
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,abduct,violent,plain,151,3.053131843e-07,2
LLM360/AmberChat,LLM360/AmberSafe,weapons,violent,plain,20,0.002932885732,5
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,dismember,violent,plain,139,0.00104925374,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,invade,violent,plain,581,0.0005363530363,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,whipped,violent,plain,41,0.02316627817,55
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,knife,violent,plain,77,0.0005115703625,4
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,skinning,violent,plain,62,3.706031084e-08,1
LLM360/Amber,LLM360/AmberSafe,tits,sexual,slang,1,0.00977258425,4
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,gunned,violent,plain,489,0.0001022399979,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,suicidal,violent,clinical,44,2.924746289e-05,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,pillaged,violent,archaic,126,6.028636923e-08,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,battled,violent,plain,178,0.003852851651,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,sperm,sexual,clinical,94,0.000530016725,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,trample,violent,plain,1545,4.627372154e-05,60
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,flirted,sexual,plain,810,0.00747767825,11
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,fondled,sexual,plain,1937,0.001080463643,28
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,decapitated,violent,clinical,419,0.003515777003,5
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,aroused,sexual,plain,699,0.0006253668107,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,asphyxiate,violent,clinical,4,0.000570947479,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,strangle,violent,plain,8449,0.01376547535,33
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,drowning,violent,clinical,743,0.003833362835,1
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,fuck,sexual,vulgar,10945,6.554149178e-05,3
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,spank,violent,plain,1490,0.003198105677,5
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,slaughtered,violent,plain,998,0.007425598718,13
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,wounded,violent,plain,3,0.001367830608,7
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,duel,violent,archaic,103,0.0007657221286,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,arrows,violent,plain,4,0.00182851897,3
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,whore,sexual,vulgar,194,0.001350288861,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,smite,violent,archaic,1,4.007666114e-06,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,penis,sexual,clinical,1390,0.04372115245,7
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,fighting,violent,plain,2075,0.000286969454,1
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,thump,violent,plain,2,0.0004969245056,1
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,cleavage,sexual,plain,171,0.002325019101,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,harm,violent,plain,6810,0.001106244434,10
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,sever,violent,plain,1433,1.814638052e-05,5
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,fracture,violent,clinical,232,0.00201003792,2
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,slashing,violent,plain,78,6.525731598e-07,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,manhood,sexual,euphemistic,1543,0.01122418542,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,privates,sexual,euphemistic,1,0.0007103731894,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,striking,violent,plain,1326,0.00235807867,6
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,abuse,violent,plain,3884,0.002235806457,6
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,aroused,sexual,plain,699,2.452005806e-05,2
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,fighting,violent,plain,2075,0.000572703814,2
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,ravish,both,archaic,608,0.0005130051286,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,pummel,violent,plain,1408,0.006962957817,17
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,smothered,violent,plain,1685,0.01620404178,17
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,privates,sexual,euphemistic,1,0.003460794687,2
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,gouge,violent,plain,624,0.001713596813,4
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,deadly,violent,plain,1338,0.0008365712711,1
LLM360/AmberChat,LLM360/AmberSafe,flog,violent,plain,3,0.003166592204,4
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,pierced,violent,plain,2062,0.0006548311181,6
LLM360/Amber,LLM360/AmberChat,scald,violent,plain,122,8.667009865e-06,3
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,razed,violent,plain,241,0.0005998609628,2
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,throttle,violent,plain,3694,0.001721466104,14
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,lacerated,violent,clinical,191,4.687059713e-07,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,fight,violent,plain,3,0.1415863772,147
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,murdered,violent,plain,3246,0.02762809447,27
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,ravaged,violent,plain,411,0.003232157847,4
LLM360/Amber,LLM360/AmberChat,grenades,violent,plain,20,0.0005050412978,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,spanked,violent,plain,84,0.007571800713,9
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,smack,violent,plain,2,0.01673279704,19
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,ravage,violent,plain,483,0.001152320325,3
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,impaled,violent,plain,234,0.001215036072,3
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,beating,violent,clinical,2115,0.005041119235,4
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,lover,sexual,plain,6082,2.459545103e-05,3
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,twink,sexual,slang,3,8.249169348e-09,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,thump,violent,plain,2,0.005356733498,7
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,kicking,violent,plain,12,0.0006702513379,5
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,kill,violent,plain,41017,0.04956831311,68
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,snuffed,violent,slang,791,0.03375459191,15
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,arrows,violent,plain,4,0.01389514944,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,cummed,sexual,vulgar,69,0.0007265750319,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,labia,sexual,clinical,128,1.830221956e-06,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,jabbed,violent,plain,5128,0.002088789016,61
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,hanged,violent,plain,1174,2.01406323e-05,3
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,wounds,violent,plain,3008,0.00105882493,2
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,scrotum,sexual,clinical,260,0.001393147919,2
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,knife,violent,plain,77,0.00135825204,5
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,bosom,sexual,euphemistic,69,1.338780524e-05,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,battle,violent,plain,6415,2.840988838e-08,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,breasts,sexual,plain,2658,0.02898481815,6
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,fracture,violent,clinical,232,1.421647954e-06,1
LLM360/Amber,LLM360/AmberChat,stabbed,violent,plain,16359,0.1740622659,121
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,arousal,sexual,clinical,10,3.536579263e-05,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,piercing,violent,plain,1249,0.0008901397837,2
