Word	Length	Pinyin	Pinyin.Input	WCount	W.million	log10W	W-CD	W-CD%	log10CD	Dominant.PoS	Dominant.PoS.Freq	All.PoS	All.PoS.Freq	Eng.Tran.
福里克	3	fu2 li3 ke4	fulike	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福里赫	3	fu2 li3 he4	fulihe	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福金	2	fu2 jin1	fujin	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福雷伍德·迈克	7	fu2 lei2 wu3 de2 #mai4 ke4	fuleiwude*maike	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福雷泰	3	fu2 lei2 tai4	fuleitai	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福齐谷	3	fu2 ji4/qi2/qi4 gu3/yu4	fuqigu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
禧年	2	xi3 nian2	*nian	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
离心离德	4	li2 xin1 li2 de2	lixinlide	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
离愁别绪	4	li2 chou2 bie2/bie4 xu4	lichoubiexu	1	0.03	0	1	0.02	0	l	1	.l.	.1.	#
禽蛋	2	qin2 dan4	qindan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	bird eggs
禽鸟	2	qin2 niao3	qinniao	1	0.03	0	1	0.02	0	n	1	.n.	.1.	birds/fowl
秀万	2	xiu4 mo4/wan4	xiuwan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秀光	2	xiu4 guang1	xiuguang	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秀后	2	xiu4 hou4	xiuhou	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秀忠	2	xiu4 zhong1	xiuzhong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秀洛	2	xiu4 luo4	xiuluo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秀熙	2	xiu4 xi1	xiuxi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
私企	2	si1 qi3	siqi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
私有制	3	si1 you3 zhi4	siyouzhi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	private ownership of property
私见	2	si1 jian4/xian4	sijian	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
私设	2	si1 she4	sishe	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
私逃	2	si1 tao2	sitao	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
秃毛	2	tu1 mao2	tumao	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秉秀	2	bing3 xiu4	bingxiu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秉赋	2	bing3 fu4	bingfu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秋冬	2	qiu1 dong1	qiudong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秋凉	2	qiu1 liang2	qiuliang	1	0.03	0	1	0.02	0	t	1	.t.	.1.	the cool of autumn
秋叶雅惠	4	qiu1 xie2/ye4 ya1/ya3 hui4	qiuyeyahui	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秋后	2	qiu1 hou4	qiuhou	1	0.03	0	1	0.02	0	t	1	.t.	.1.	#
秋夏子	3	qiu1 xia4 zi3	qiuxiazi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秋毫无犯	4	qiu1 hao2 wu2 fan4	qiuhaowufan	1	0.03	0	1	0.02	0	v	1	.v.	.1.	lit. not harming a new feather (idiom); not commit the slightest offense against the people (of soldiers)/would not hurt a fly
秋海	2	qiu1 hai3	qiuhai	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秋潜	2	qiu1 qian2	qiuqian	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秋老虎	3	qiu1 lao3 hu3	qiulaohu	1	0.03	0	1	0.02	0	n	1	.n.	.1.	hot spell during autumn/Indian summer
秋雨	2	qiu1 yu3	qiuyu	1	0.03	0	1	0.02	0	n	1	.n.	.1.	autumn rain
种仁	2	zhong3 ren2	zhongren	1	0.03	0	1	0.02	0	n	1	.n.	.1.	seed kernel
种棉	2	chong2/zhong3/zhong4 mian2	zhongmian	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
种植园主	4	chong2/zhong3/zhong4 zhi2 yuan2 zhu3	zhongzhiyuanzhu	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
种羊	2	chong2/zhong3/zhong4 yang2	zhongyang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
种麻	2	zhong3 ma2	zhongma	1	0.03	0	1	0.02	0	n	1	.n.	.1.	distinctively female hemp plant (Cannabis sativa)
科丁顿	3	ke1 ding1/zheng1 du2/dun4	kedingdun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科乍德城	4	ke1 zha4 de2 cheng2	kezhadecheng	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科仁·尼欧	5	ke1 ren2 #ni2 ou1	keren*niou	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科伊马	3	ke1 yi1 ma3	keyima	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科佐夫斯基	5	ke1 zuo3 fu1/fu2 si1 ji1	kezuofusiji	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科佛罗瑞斯	5	ke1 fo2/fu2 luo1/luo2/luo5 rui4 si1	kefoluoruisi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科佩尔	3	ke1 pei4 er3	kepeier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科依利·科登诺斯基	9	ke1 yi1 li4 #ke1 deng1 nuo4 si1 ji1	keyili*kedengnuosiji	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科兰蒂	3	ke1 lan2 di4	kelandi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科兰费德	4	ke1 lan2 fei4 de2	kelanfeide	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科兰顿	3	ke1 lan2 du2/dun4	kelandun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科内亚	3	ke1 nei4 ya4	keneiya	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科农	2	ke1 nong2	kenong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科利奥里	4	ke1 li4 ao4 li3	keliaoli	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科努比	3	ke1 nao2/nu3 bi3	kenubi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科劳尔	3	ke1 lao2 er3	kelaoer	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科南·奥布赖恩	7	ke1 na1/nan2 #ao4 bu4 lai4 en1	kenan*aobulaien	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科南道尔	4	ke1 na1/nan2 dao4 er3	kenandaoer	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科员	2	ke1 yuan2/yun2/yun4	keyuan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
科因	2	ke1 yin1	keyin	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科因·马	4	ke1 yin1 #ma3	keyin*ma	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科埃略	3	ke1 ai1 lue:4	keailue	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科城	2	ke1 cheng2	kecheng	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科塞尔	3	ke1 sai1/sai4/se4 er3	kesaier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科塞斯	3	ke1 sai1/sai4/se4 si1	kesaisi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科奈普	3	ke1 nai4 pu3	kenaipu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科妮莉亚	4	ke1 ni1 li4 ya4	keniliya	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科安德烈	4	ke1 an1 de2 lie4	keandelie	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔·雷奴特	6	ke1 er3 #lei2 nu2 te4	keer*leinute	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔博不让	5	ke1 er3 bo2 bu2/bu4 rang4	keerboburang	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔塔纳	4	ke1 er3 da5/ta3 na4	keertana	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔弗市	4	ke1 er3 fu2 shi4	keerfushi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔托纳	4	ke1 er3 tuo1 na4	keertuona	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔文	3	ke1 er3 wen2	keerwen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔索	3	ke1 er3 suo3	keersuo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔维特	4	ke1 er3 wei2 te4	keerweite	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔邦	3	ke1 er3 bang1	keerbang	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔里奇	4	ke1 er3 li3 ji1/qi2	keerliqi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尔顿	3	ke1 er3 du2/dun4	keerdun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尼伍资	4	ke1 ni2 wu3 zi1	keniwuzi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科尼利厄斯·奥拉斯科	10	ke1 ni2 li4 e4 si1 #ao4 la1/la2/la3/la4 si1 ke1	keniliesi*aolasike	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科布勒	3	ke1 bu4 le4/lei1	kebule	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科布尔	3	ke1 bu4 er3	kebuer	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科德	2	ke1 de2	kede	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科恰班巴市	5	ke1 qia4 ban1 ba1 shi4	keqiabanbashi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科拉士	3	ke1 la1/la2/la3/la4 shi4	kelashi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科拉多	3	ke1 la1/la2/la3/la4 duo1	keladuo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科拉菲尔德	5	ke1 la1/la2/la3/la4 fei1/fei3 er3 de2	kelafeierde	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科教片	3	ke1 jiao4 pian1	kejiaopian	1	0.03	0	1	0.02	0	n	1	.n.	.1.	science education film/popular science movie
科斯基	3	ke1 si1 ji1	kesiji	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科斯塔梅沙	5	ke1 si1 da5/ta3 mei2 sha1/sha4	kesitameisha	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科斯提根	4	ke1 si1 di1/ti2 gen1	kesitigen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科斯特洛	4	ke1 si1 te4 luo4	kesiteluo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科斯特罗马	5	ke1 si1 te4 luo1/luo2/luo5 ma3	kesiteluoma	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科斯莫	3	ke1 si1 mo4	kesimo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科斯蒂·沃尔什	7	ke1 si1 di4 #wo4 er3 shen2/shi2	kesidi*woershi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科斯蒂洛	4	ke1 si1 di4 luo4	kesidiluo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科斯蒂略	4	ke1 si1 di4 lue:4	kesidilue	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科明斯基	4	ke1 ming2 si1 ji1	kemingsiji	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科普特	3	ke1 pu3 te4	kepute	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科来沃	3	ke1 lai2 wo4	kelaiwo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科杰克	3	ke1 jie2 ke4	kejieke	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科林·本布里奇	7	ke1 lin2 #ben3 bu4 li3 ji1/qi2	kelin*benbuliqi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科林·汤普森	6	ke1 lin2 #shang1/tang1 pu3 sen1	kelin*tangpusen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科林·法雷尔	6	ke1 lin2 #fa3 lei2 er3	kelin*faleier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科林·苏利文	6	ke1 lin2 #su1 li4 wen2	kelin*suliwen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科林的达克斯	6	ke1 lin2 de5/di2/di4 da2 ke4 si1	kelindedakesi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科林顿·戴瓦	6	ke1 lin2 du2/dun4 #dai4 wa3/wa4	kelindun*daiwa	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科林鲍威尔	5	ke1 lin2 bao4 wei1 er3	kelinbaoweier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科查	2	ke1 cha2/zha1	kecha	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科森萨	3	ke1 sen1 sa4	kesensa	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科比·布莱恩	6	ke1 bi3 #bu4 lai2 en1	kebi*bulaien	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科比·布莱恩特	7	ke1 bi3 #bu4 lai2 en1 te4	kebi*bulaiente	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科比堡	3	ke1 bi3 bao3/bu3/pu3/pu4	kebibao	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科比茨	3	ke1 bi3 ci2	kebici	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科汉	2	ke1 han4	kehan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科沃	2	ke1 wo4	kewo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科沃斯	3	ke1 wo4 si1	kewosi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科波	2	ke1 bo1	kebo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科泰罗	3	ke1 tai4 luo1/luo2/luo5	ketailuo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科洛尼亚安那帕	7	ke1 luo4 ni2 ya4 an1 na1/na3/na4/nei4 pa4	keluoniyaannapa	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科洛拉	3	ke1 luo4 la1/la2/la3/la4	keluola	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科洛诺斯	4	ke1 luo4 nuo4 si1	keluonuosi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特·卡宾	5	ke1 te4 #ka3/qia3 bin1	kete*kabin	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特·柯	4	ke1 te4 #ke1	kete*ke	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特·柯本	5	ke1 te4 #ke1 ben3	kete*keben	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特·科	4	ke1 te4 #ke1	kete*ke	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特兰	3	ke1 te4 lan2	ketelan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特尔	3	ke1 te4 er3	keteer	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特布斯	4	Ke1 te4 bu4 si1	ketebusi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	Cottbus (city in Germany)
科特恩	3	ke1 te4 en1	keteen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特斯·斯塔尔	7	ke1 te4 si1 #si1 da5/ta3 er3	ketesi*sitaer	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科特柯本	4	ke1 te4 ke1 ben3	ketekeben	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科玛	2	ke1 ma3	kema	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科玛西	3	ke1 ma3 xi1	kemaxi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科珀尔	3	ke1 po4 er3	ke*er	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科琳·梅亨	5	ke1 lin2 #mei2 heng1	kelin*meiheng	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科琳娜	3	ke1 lin2 na4/nuo2	kelinna	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科瑞恩	3	ke1 rui4 en1	keruien	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科瓦尔	3	ke1 wa3/wa4 er3	kewaer	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科瓦尔兹	4	ke1 wa3/wa4 er3 ci2/zi1	kewaerzi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科瓦尔斯基	5	ke1 wa3/wa4 er3 si1 ji1	kewaersiji	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科瓦斯	3	ke1 wa3/wa4 si1	kewasi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科瓦楚克	4	ke1 wa3/wa4 chu3 ke4	kewachuke	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科瓦迪	3	ke1 wa3/wa4 di2	kewadi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科盲	2	ke1 mang2	kemang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
科研所	3	ke1 yan2/yan4 suo3	keyansuo	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
科科·多明戈斯	7	ke1 ke1 #duo1 ming2 ge1 si1	keke*duominggesi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科科长野村	5	ke1 ke1 chang2/zhang3 ye3 cun1	kekechangyecun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科索	2	ke1 suo3	kesuo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科索沃省	4	ke1 suo3 wo4 sheng3/xing3	kesuowosheng	1	0.03	0	1	0.02	0	ns	1	.ns.	.1.	#
科级	2	ke1 ji2	keji	1	0.03	0	1	0.02	0	b	1	.b.	.1.	#
科纳·理查德·格鲁根	10	ke1 na4 #li3 cha2/zha1 de2 #ge1/ge2 lu3 gen1	kena*lichade*gelugen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科维奇	3	ke1 wei2 ji1/qi2	keweiqi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科罗	2	ke1 luo1/luo2/luo5	keluo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科罗斯	3	ke1 luo1/luo2/luo5 si1	keluosi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科罗莱德	4	ke1 luo1/luo2/luo5 lai2 de2	keluolaide	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科考队	3	ke1 kao3 dui4	kekaodui	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
科苏梅尔	4	ke1 su1 mei2 er3	kesumeier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科茨代尔	4	ke1 ci2 dai4 er3	kecidaier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科茨沃尔	4	ke1 ci2 wo4 er3	keciwoer	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科莱霍恩	4	ke1 lai2 huo4 en1	kelaihuoen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科西嘉岛	4	ke1 xi1 jia1 dao3	kexijiadao	1	0.03	0	1	0.02	0	ns	1	.ns.	.1.	#
科西科亚斯科	6	ke1 xi1 ke1 ya4 si1 ke1	kexikeyasike	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科诺利	3	ke1 nuo4 li4	kenuoli	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科诺费莱	4	ke1 nuo4 fei4 lai2	kenuofeilai	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科贝	2	ke1 bei4	kebei	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科赫	2	ke1 he4	kehe	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科迪·切斯纳特	7	ke1 di2 #qie1/qie4 si1 na4 te4	kedi*qiesinate	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科迪·马文特	6	ke1 di2 #ma3 wen2 te4	kedi*mawente	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科迪里亚·赛茨	7	ke1 di2 li3 ya4 #sai4 ci2	kediliya*saici	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里·塔夫特	6	ke1 li3 #da5/ta3 fu1/fu2 te4	keli*tafute	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里·海姆	5	ke1 li3 #hai3 mu3	keli*haimu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里克	3	ke1 li3 ke4	kelike	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里奥兰纳斯	6	ke1 li3 ao4 lan2 na4 si1	keliaolannasi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里安	3	ke1 li3 an1	kelian	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里尔	3	ke1 li3 er3	kelier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里干	3	ke1 li3 gan1/gan4	keligan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里德	3	ke1 li3 de2	kelide	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科里斯	3	ke1 li3 si1	kelisi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科钦	2	ke1 qin1	keqin	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科马	2	ke1 ma3	kema	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科马提	3	ke1 ma3 di1/ti2	kemati	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科鲁尼亚	4	ke1 lu3 ni2 ya4	keluniya	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
科默	2	ke1 mo4	kemo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秕	1	bi3	bi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	grain not fully grown/husks/withered grain/unripe grain
秘事	2	bi4/lin2/mi4 shi4	mishi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
秘使	2	bi4/lin2/mi4 shi3	mishi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
秘闻	2	bi4/lin2/mi4 wen2	miwen	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
秘鲁人	3	bi4/lin2/mi4 lu3 ren2	miluren	1	0.03	0	1	0.02	0	nz	1	.nz.	.1.	#
租价	2	zu1 jia4	zujia	1	0.03	0	1	0.02	0	n	1	.n.	.1.	rent price
秦某	2	qin2 mou3	qinmou	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秦爷敬香	4	qin2 ye2 jing4 xiang1	qinyejingxiang	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秦王	2	qin2 wang2/wang4	qinwang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
秦莉	2	qin2 li4	qinli	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秦豪	2	qin2 hao2	qinhao	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秦豪会	3	qin2 hao2 hui4/kuai4	qinhaohui	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
秧苗	2	yang1 miao2	yangmiao	1	0.03	0	1	0.02	0	n	1	.n.	.1.	seedling
秩	1	zhi4	zhi	1	0.03	0	1	0.02	0	g	1	.g.	.1.	order/orderliness
积业	2	ji1 ye4	jiye	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
积分学	3	ji1 fen1/fen4 xue2	jifenxue	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
积器	2	ji1 qi4	jiqi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
积奇	2	ji1 ji1/qi2	jiqi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
积弱	2	ji1 ruo4	jiruo	1	0.03	0	1	0.02	0	v	1	.v.	.1.	cumulative weakness/to decline (over time)/degeneration
积欠	2	ji1 qian4	jiqian	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
称帝	2	chen4/cheng1/cheng4 di4	chengdi	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
称羡	2	chen4/cheng1/cheng4 xian4	chengxian	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
称许	2	chen4/cheng1/cheng4 xu3	chengxu	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
称谢	2	chen4/cheng1/cheng4 xie4	chengxie	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
称雄	2	chen4/cheng1/cheng4 xiong2	chengxiong	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
秸	1	jie1	jie	1	0.03	0	1	0.02	0	n	1	.n.	.1.	"stalks of millet, corn"
移动靶	3	yi2 dong4 ba3	yidongba	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
移师	2	yi2 shi1	yishi	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
移花接木	4	yi2 hua1 jie1 mu4	yihuajiemu	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
秽行	2	hui4 hang2/hang4/heng2/xing2	huixing	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
稀树	2	xi1 shu4	xishu	1	0.03	0	1	0.02	0	ns	1	.ns.	.1.	#
稀稀拉拉	4	xi1 xi1 la1 la1	xixilala	1	0.03	0	1	0.02	0	z	1	.z.	.1.	sparse and fragmentary
程序性	3	cheng2 xu4 xing4	chengxuxing	1	0.03	0	1	0.02	0	n	1	.n.	.1.	program
稍事	2	shao1/shao4 shi4	shaoshi	1	0.03	0	1	0.02	0	d	1	.d.	.1.	#
税务员	3	shui4 wu4 yuan2/yun2/yun4	shuiwuyuan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
税额	2	shui4 e2	shuie	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
稔熟	2	ren3 shou2/shu2	renshu	1	0.03	0	1	0.02	0	a	1	.a.	.1.	#
棱	1	#	*	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
种	1	#	*	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
稲	1	#	*	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
稳练	2	wen3 lian4	wenlian	1	0.03	0	1	0.02	0	a	1	.a.	.1.	steady and proficient/skilled and reliable
稳输	2	wen3 shu1	wenshu	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
稻场	2	dao4 chang2/chang3	daochang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
