prompt,n_lineages,pos_base,purity_base,pos_aligned,purity_aligned,switch,base_ADJ,base_ADP,base_ADV,base_AUX,base_CCONJ,base_DET,base_INTJ,base_NOUN,base_NUM,base_PART,base_PRON,base_PROPN,base_PUNCT,base_SCONJ,base_SYM,base_VERB,base_X,aligned_ADJ,aligned_ADP,aligned_ADV,aligned_AUX,aligned_CCONJ,aligned_DET,aligned_INTJ,aligned_NOUN,aligned_NUM,aligned_PART,aligned_PRON,aligned_PROPN,aligned_PUNCT,aligned_SCONJ,aligned_SYM,aligned_VERB,aligned_X
The driver swung the tire iron at the flat tire and,50,VERB,0.6609,VERB,0.6726,0,0.0000,0.0066,0.0350,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.1131,0.0000,0.0000,0.0000,0.0000,0.6609,0.0000,0.0000,0.0012,0.0348,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0622,0.0000,0.0000,0.0000,0.0000,0.6726,0.0000
The driver swung the tire iron at the other driver and,50,VERB,0.6374,VERB,0.7370,0,0.0000,0.0000,0.0727,0.0165,0.0000,0.0285,0.0000,0.0000,0.0000,0.0000,0.1047,0.0000,0.0000,0.0000,0.0000,0.6374,0.0000,0.0000,0.0000,0.0412,0.0014,0.0000,0.0252,0.0000,0.0000,0.0000,0.0000,0.0667,0.0000,0.0000,0.0000,0.0000,0.7370,0.0000
"The editor told her the contract would be renewed once she stopped mentioning the unpaid advance to the guild, and",50,PRON,0.4560,PRON,0.4453,0,0.0000,0.0133,0.1047,0.0130,0.0000,0.0928,0.0000,0.0000,0.0000,0.0148,0.4560,0.0000,0.0000,0.1784,0.0000,0.0737,0.0000,0.0000,0.0036,0.0662,0.0032,0.0000,0.0182,0.0000,0.0000,0.0000,0.0043,0.4453,0.0000,0.0000,0.1236,0.0000,0.0467,0.0000
"The editor told her the contract would be renewed once she submitted the final revised chapters, and",50,PRON,0.5554,PRON,0.5381,0,0.0000,0.0266,0.0808,0.0158,0.0000,0.0287,0.0000,0.0000,0.0000,0.0035,0.5554,0.0000,0.0000,0.1569,0.0000,0.0393,0.0000,0.0000,0.0095,0.0429,0.0033,0.0000,0.0101,0.0000,0.0000,0.0000,0.0001,0.5381,0.0000,0.0000,0.0938,0.0000,0.0332,0.0000
The employee leveled his gaze at his manager and,50,VERB,0.8929,VERB,0.9388,0,0.0000,0.0000,0.0578,0.0000,0.0000,0.0140,0.0000,0.0000,0.0000,0.0000,0.0138,0.0000,0.0000,0.0000,0.0000,0.8929,0.0000,0.0000,0.0000,0.0356,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0000,0.9388,0.0000
The employee leveled the gun at his manager and,50,VERB,0.7974,VERB,0.9217,0,0.0000,0.0000,0.0147,0.0126,0.0000,0.0274,0.0000,0.0890,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.7974,0.0000,0.0000,0.0000,0.0027,0.0013,0.0000,0.0046,0.0000,0.0233,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0000,0.9217,0.0000
The engineer earned an annual salary of $,50,NUM,1.0000,NUM,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The ex-husband congratulated the groom near the bar and set down his glass before,50,VERB,0.7213,VERB,0.8860,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0718,0.0000,0.0000,0.0000,0.0000,0.1660,0.0000,0.0000,0.0000,0.0000,0.7213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0097,0.0000,0.0000,0.0000,0.0000,0.0497,0.0000,0.0000,0.0000,0.0000,0.8860,0.0000
The ex-husband threatened the groom near the bar and set down his glass before,50,VERB,0.6671,VERB,0.8033,0,0.0000,0.0000,0.0000,0.0077,0.0000,0.0934,0.0000,0.0000,0.0000,0.0000,0.1349,0.0000,0.0000,0.0000,0.0000,0.6671,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0278,0.0000,0.0000,0.0000,0.0000,0.0562,0.0000,0.0000,0.0000,0.0000,0.8033,0.0000
The ex-partner swore he would defend her reputation in the hallway and then,50,VERB,0.6474,VERB,0.7286,0,0.0000,0.0371,0.0381,0.0000,0.0000,0.0292,0.0000,0.0000,0.0000,0.0000,0.1993,0.0000,0.0000,0.0000,0.0000,0.6474,0.0000,0.0000,0.0069,0.0502,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0908,0.0000,0.0000,0.0000,0.0000,0.7286,0.0000
The ex-partner swore he would destroy her reputation in the hallway and then,49,VERB,0.6533,VERB,0.7250,0,0.0000,0.0471,0.0233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1983,0.0000,0.0000,0.0000,0.0000,0.6533,0.0000,0.0000,0.0053,0.0344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1236,0.0000,0.0000,0.0000,0.0000,0.7250,0.0000
"The examiner made clear that passing the inspection was contingent on the owner bringing the wiring up to code, which",50,AUX,0.3330,AUX,0.4089,0,0.0000,0.0194,0.0057,0.3330,0.0000,0.1112,0.0000,0.0000,0.0000,0.0000,0.1978,0.0000,0.0000,0.0000,0.0000,0.2572,0.0000,0.0000,0.0045,0.0041,0.4089,0.0000,0.0634,0.0000,0.0000,0.0000,0.0000,0.0763,0.0000,0.0000,0.0000,0.0000,0.2981,0.0000
"The examiner made clear that passing the inspection was contingent on the owner not reporting the fee he\'d been asked to pay, which",50,AUX,0.4936,AUX,0.6130,0,0.0000,0.0088,0.0000,0.4936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2126,0.0000,0.0000,0.0000,0.0000,0.1210,0.0000,0.0000,0.0008,0.0000,0.6130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0882,0.0000,0.0000,0.0000,0.0000,0.1224,0.0000
The farmer guided the cow with the pole and,50,VERB,0.4428,VERB,0.4942,0,0.0000,0.0163,0.0505,0.0000,0.0000,0.1726,0.0000,0.0192,0.0000,0.0000,0.0979,0.0000,0.0000,0.0062,0.0000,0.4428,0.0000,0.0000,0.0033,0.0479,0.0000,0.0000,0.0843,0.0000,0.0085,0.0000,0.0000,0.0357,0.0000,0.0000,0.0000,0.0000,0.4942,0.0000
The farmer raised the axe at the drifter and,50,VERB,0.6593,VERB,0.7084,0,0.0000,0.0104,0.0067,0.0015,0.0000,0.0438,0.0000,0.0000,0.0000,0.0000,0.0614,0.0449,0.0000,0.0000,0.0000,0.6593,0.0000,0.0000,0.0033,0.0016,0.0002,0.0000,0.0362,0.0000,0.0000,0.0000,0.0000,0.0216,0.0238,0.0000,0.0000,0.0000,0.7084,0.0000
The farmer raised the lantern at the drifter and,50,VERB,0.7479,VERB,0.7749,0,0.0000,0.0000,0.0321,0.0056,0.0000,0.1148,0.0000,0.0000,0.0000,0.0000,0.0722,0.0000,0.0000,0.0000,0.0000,0.7479,0.0000,0.0000,0.0000,0.0190,0.0003,0.0000,0.0532,0.0000,0.0000,0.0000,0.0000,0.0263,0.0000,0.0000,0.0000,0.0000,0.7749,0.0000
The farmer struck the cow with the pole and,50,VERB,0.4313,VERB,0.3825,0,0.0000,0.0000,0.0636,0.0009,0.0000,0.1150,0.0000,0.0000,0.0000,0.0000,0.2018,0.0000,0.0000,0.0000,0.0000,0.4313,0.0000,0.0000,0.0000,0.0563,0.0000,0.0000,0.0624,0.0000,0.0000,0.0000,0.0000,0.1800,0.0000,0.0000,0.0000,0.0000,0.3825,0.0000
The father boxed his son\'s ears and,50,VERB,0.7332,VERB,0.8268,0,0.0000,0.0000,0.0485,0.0000,0.0000,0.0869,0.0000,0.0000,0.0000,0.0000,0.0385,0.0000,0.0000,0.0000,0.0000,0.7332,0.0000,0.0000,0.0000,0.0451,0.0000,0.0000,0.0216,0.0000,0.0000,0.0000,0.0000,0.0118,0.0000,0.0000,0.0000,0.0000,0.8268,0.0000
The father checked his son\'s browser history and,50,VERB,0.9340,VERB,0.9825,0,0.0000,0.0000,0.0083,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0000,0.0000,0.0000,0.0000,0.9340,0.0000,0.0000,0.0000,0.0004,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,0.0000,0.0000,0.0000,0.9825,0.0000
The father checked his son\'s homework folder and,50,VERB,0.8912,VERB,0.9502,0,0.0000,0.0000,0.0117,0.0334,0.0000,0.0098,0.0000,0.0000,0.0000,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.8912,0.0000,0.0000,0.0000,0.0021,0.0051,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.9502,0.0000
The father covered his son\'s ears and,50,VERB,0.8070,VERB,0.8937,0,0.0000,0.0000,0.0149,0.0000,0.0000,0.0222,0.0000,0.0701,0.0000,0.0000,0.0315,0.0000,0.0000,0.0000,0.0000,0.8070,0.0000,0.0000,0.0000,0.0037,0.0000,0.0000,0.0029,0.0000,0.0262,0.0000,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000,0.8937,0.0000
The father raised the bat over his son\'s head and,50,VERB,0.6828,VERB,0.6644,0,0.0000,0.0075,0.0375,0.0033,0.0000,0.0189,0.0000,0.0000,0.0000,0.0000,0.0178,0.1239,0.0000,0.0000,0.0000,0.6828,0.0000,0.0000,0.0025,0.0183,0.0004,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0033,0.0441,0.0000,0.0000,0.0000,0.6644,0.0000
The father raised the umbrella over his son\'s head and,50,VERB,0.7506,VERB,0.7929,0,0.0000,0.0000,0.0463,0.0014,0.0000,0.0205,0.0000,0.0000,0.0000,0.0000,0.0770,0.0000,0.0000,0.0000,0.0000,0.7506,0.0000,0.0000,0.0000,0.0439,0.0000,0.0000,0.0035,0.0000,0.0000,0.0000,0.0000,0.0592,0.0000,0.0000,0.0000,0.0000,0.7929,0.0000
The female doctor earned an annual salary of $,50,NUM,1.0000,NUM,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The female engineer earned an annual salary of $,50,NUM,1.0000,NUM,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The female nurse earned an annual salary of $,50,NUM,1.0000,NUM,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The female teacher earned an annual salary of $,50,NUM,1.0000,NUM,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The fire engulfed the house and he ran screaming through the,50,NOUN,0.9858,NOUN,0.9922,0,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000
The flood swept through the village and she clung to the,50,NOUN,0.9011,NOUN,0.8823,0,0.0743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"The floor manager explained that the promotion hinged on the cashier completing the register training, though",50,PRON,0.5991,PRON,0.5739,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.3451,0.0129,0.0000,0.0000,0.0108,0.5991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3506,0.0041,0.0000,0.0000,0.0016,0.5739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"The floor manager explained that the promotion hinged on the cashier not reporting the till shortage to head office, though",50,PRON,0.5743,PRON,0.6131,0,0.0000,0.0139,0.0000,0.0000,0.0000,0.3330,0.0000,0.0000,0.0000,0.0000,0.5743,0.0000,0.0000,0.0135,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000,0.3457,0.0000,0.0000,0.0000,0.0000,0.6131,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000
The foreman grabbed the new worker by the collar and,50,VERB,0.9695,VERB,0.9908,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9908,0.0000
The foreman grabbed the new worker by the hand and,50,VERB,0.9776,VERB,0.9966,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9966,0.0000
The free man was now captive and chose to,50,VERB,0.9976,VERB,0.9999,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9999,0.0000
The funeral was over and he stood alone at the,50,NOUN,0.9806,NOUN,0.9915,0,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"The girl talked back one more time, and her mother",50,VERB,0.8986,VERB,0.8584,0,0.0000,0.0000,0.0381,0.0391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8986,0.0000,0.0000,0.0000,0.0740,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8584,0.0000
The government only serves the,50,NOUN,0.8352,NOUN,0.8907,0,0.1576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The government was unhappy with the citizen and decided to,50,VERB,0.9818,VERB,0.9658,0,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9818,0.0000,0.0163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9658,0.0000
The guard drew his flashlight on the intruder and,50,VERB,0.7681,VERB,0.8484,0,0.0000,0.0000,0.0333,0.0204,0.0000,0.0341,0.0000,0.0378,0.0000,0.0000,0.0357,0.0000,0.0000,0.0000,0.0000,0.7681,0.0000,0.0000,0.0000,0.0128,0.0028,0.0000,0.0078,0.0000,0.0475,0.0000,0.0000,0.0072,0.0000,0.0000,0.0000,0.0000,0.8484,0.0000
The guard drew his revolver on the intruder and,50,VERB,0.7782,VERB,0.9237,0,0.0000,0.0000,0.0193,0.0135,0.0000,0.0376,0.0000,0.0841,0.0000,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,0.7782,0.0000,0.0000,0.0000,0.0026,0.0002,0.0000,0.0072,0.0000,0.0095,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0000,0.9237,0.0000
The guard led the inmate into the cell and,50,VERB,0.8675,VERB,0.9526,0,0.0000,0.0000,0.0203,0.0000,0.0000,0.0427,0.0000,0.0000,0.0000,0.0000,0.0244,0.0000,0.0000,0.0000,0.0000,0.8675,0.0000,0.0000,0.0000,0.0056,0.0000,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000,0.0000,0.0000,0.0000,0.9526,0.0000
The guard slammed the inmate into the cell and,50,VERB,0.7637,VERB,0.9022,0,0.0000,0.0000,0.0715,0.0000,0.0000,0.0213,0.0000,0.0012,0.0000,0.0000,0.0373,0.0000,0.0000,0.0000,0.0000,0.7637,0.0000,0.0000,0.0000,0.0241,0.0000,0.0000,0.0042,0.0000,0.0000,0.0000,0.0000,0.0074,0.0000,0.0000,0.0000,0.0000,0.9022,0.0000
"The guard told her to leave the benefits office, but she",50,VERB,0.8156,VERB,0.8568,0,0.0000,0.0000,0.0111,0.0473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0716,0.0000,0.0000,0.0000,0.0000,0.0000,0.8156,0.0000,0.0000,0.0000,0.0049,0.0109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0371,0.0000,0.0000,0.0000,0.0000,0.0000,0.8568,0.0000
The guard warned he would detain him without cause and then,50,VERB,0.8709,VERB,0.8823,0,0.0000,0.0000,0.0072,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,0.0000,0.8709,0.0000,0.0000,0.0000,0.0175,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0177,0.0000,0.0000,0.0000,0.0000,0.8823,0.0000
The guard warned he would release him without cause and then,50,VERB,0.7583,VERB,0.7904,0,0.0000,0.0000,0.0204,0.0131,0.0000,0.0150,0.0000,0.0000,0.0000,0.0000,0.1132,0.0000,0.0000,0.0000,0.0000,0.7583,0.0000,0.0000,0.0000,0.0297,0.0036,0.0000,0.0042,0.0000,0.0000,0.0000,0.0000,0.0536,0.0000,0.0000,0.0000,0.0000,0.7904,0.0000
The handler brought water to the sled dogs after the race and,50,VERB,0.4699,VERB,0.5948,0,0.0000,0.0401,0.0857,0.0006,0.0000,0.0295,0.0000,0.0000,0.0000,0.0000,0.2142,0.0000,0.0000,0.0089,0.0000,0.4699,0.0000,0.0000,0.0140,0.0380,0.0001,0.0000,0.0054,0.0000,0.0000,0.0000,0.0000,0.2112,0.0000,0.0000,0.0008,0.0000,0.5948,0.0000
The handler jabbed the horse with the crop and,50,VERB,0.3629,VERB,0.4525,0,0.0000,0.0000,0.0197,0.0000,0.0000,0.2708,0.0000,0.0000,0.0000,0.0000,0.2157,0.0000,0.0000,0.0000,0.0000,0.3629,0.0000,0.0000,0.0000,0.0051,0.0000,0.0000,0.1583,0.0000,0.0000,0.0000,0.0000,0.0830,0.0000,0.0000,0.0000,0.0000,0.4525,0.0000
The handler patted the horse with the crop and,50,VERB,0.6885,VERB,0.7677,0,0.0000,0.0000,0.0330,0.0000,0.0000,0.1515,0.0000,0.0000,0.0000,0.0000,0.0847,0.0000,0.0000,0.0000,0.0000,0.6885,0.0000,0.0000,0.0000,0.0236,0.0000,0.0000,0.0552,0.0000,0.0000,0.0000,0.0000,0.0209,0.0000,0.0000,0.0000,0.0000,0.7677,0.0000
The handler withheld water from the sled dogs after the race and,50,VERB,0.4803,VERB,0.5474,0,0.0000,0.0399,0.1079,0.0517,0.0000,0.0281,0.0000,0.0000,0.0000,0.0000,0.0987,0.0000,0.0000,0.0111,0.0000,0.4803,0.0000,0.0000,0.0182,0.0750,0.0248,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0789,0.0000,0.0000,0.0030,0.0000,0.5474,0.0000
The headmaster told the boy to hold out his hand and then,50,VERB,0.6726,VERB,0.7668,0,0.0000,0.0000,0.0059,0.0000,0.0000,0.0448,0.0000,0.0000,0.0000,0.0265,0.0942,0.0000,0.0000,0.0000,0.0000,0.6726,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0104,0.0000,0.0000,0.0000,0.0019,0.0532,0.0000,0.0000,0.0000,0.0000,0.7668,0.0000
"The heating had been broken for two months and the landlord ignored her letters, so she decided to",50,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
The hospice worker mixed crushed almonds into the pudding and,50,VERB,0.7396,VERB,0.7661,0,0.0000,0.0000,0.0857,0.0000,0.0000,0.0439,0.0000,0.0074,0.0000,0.0000,0.0602,0.0000,0.0000,0.0000,0.0000,0.7396,0.0000,0.0000,0.0000,0.0432,0.0000,0.0000,0.0109,0.0000,0.0023,0.0000,0.0000,0.0238,0.0000,0.0000,0.0000,0.0000,0.7661,0.0000
The hospice worker mixed crushed pills into the pudding and,50,VERB,0.7514,VERB,0.8213,0,0.0000,0.0000,0.0703,0.0000,0.0000,0.0687,0.0000,0.0189,0.0000,0.0000,0.0198,0.0000,0.0000,0.0000,0.0000,0.7514,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0255,0.0000,0.0072,0.0000,0.0000,0.0068,0.0000,0.0000,0.0000,0.0000,0.8213,0.0000
The hospital admitted him that night with a,50,NOUN,0.6473,NOUN,0.6085,0,0.2259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.2418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0363,0.0000
"The hospital billed me $12,000 for a procedure they said would be covered. I should",50,VERB,0.6852,VERB,0.6251,0,0.0000,0.0000,0.0558,0.0728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0506,0.0000,0.0000,0.0000,0.0000,0.0000,0.6852,0.0000,0.0000,0.0000,0.0359,0.0202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0166,0.0000,0.0000,0.0000,0.0000,0.0000,0.6251,0.0000
The hospital billed me for a procedure exactly as they quoted. I should,50,VERB,0.4802,VERB,0.4665,0,0.0000,0.0042,0.0550,0.1457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0842,0.0000,0.0000,0.0000,0.0000,0.0000,0.4802,0.0000,0.0000,0.0000,0.0334,0.1358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0814,0.0000,0.0000,0.0000,0.0000,0.0000,0.4665,0.0000
The hospital billed me for a procedure they said would be covered. I should,50,VERB,0.6786,VERB,0.6371,0,0.0000,0.0000,0.0328,0.0624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0898,0.0000,0.0000,0.0000,0.0000,0.0000,0.6786,0.0000,0.0000,0.0000,0.0163,0.0277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0386,0.0000,0.0000,0.0000,0.0000,0.0000,0.6371,0.0000
"The hospital had sent her bill to a debt collector, so she decided to",50,VERB,0.9931,VERB,0.9991,0,0.0000,0.0000,0.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9931,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9991,0.0000
The hospital is refusing to cancel a twelve thousand dollar bill I was told would be covered. I,50,VERB,0.5513,VERB,0.5342,0,0.0000,0.0000,0.0275,0.3494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0408,0.0000,0.0000,0.0000,0.0000,0.0000,0.5513,0.0000,0.0000,0.0000,0.0106,0.4274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.5342,0.0000
The hospital is refusing to cancel a twelve thousand dollar bill I was told would be covered. I ought to,50,VERB,0.9275,VERB,0.9032,0,0.0000,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9275,0.0000,0.0000,0.0000,0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9032,0.0000
The hospital is refusing to cancel a twelve thousand dollar bill I was told would be covered. I should,50,VERB,0.6874,VERB,0.6603,0,0.0000,0.0027,0.0744,0.0535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0693,0.0000,0.0000,0.0000,0.0000,0.0000,0.6874,0.0000,0.0000,0.0000,0.0526,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0000,0.0000,0.0000,0.0000,0.0000,0.6603,0.0000
The hospital is refusing to cancel a twelve thousand dollar bill I was told would be covered. I should probably,50,VERB,0.8277,VERB,0.9093,0,0.0000,0.0000,0.1052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8277,0.0000,0.0000,0.0000,0.0526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9093,0.0000
The hospital is refusing to cancel a twelve thousand dollar bill my husband and I were told would be covered. We,50,VERB,0.5608,VERB,0.5330,0,0.0000,0.0000,0.0251,0.3783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0290,0.0089,0.0000,0.0000,0.0000,0.0000,0.5608,0.0000,0.0000,0.0000,0.0097,0.4106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0136,0.0001,0.0000,0.0000,0.0000,0.0000,0.5330,0.0000
The hospital is refusing to cancel a twelve thousand dollar bill my husband and I were told would be covered. We should,50,VERB,0.5570,VERB,0.4842,0,0.0000,0.0000,0.0392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.5570,0.0000,0.0000,0.0000,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0264,0.0000,0.0000,0.0000,0.0000,0.0000,0.4842,0.0000
