prompt,label,n_lineages,n_words,base_top,p_base_top,p_aligned_of_base_top,aligned_top,p_aligned_top,p_base_of_aligned_top,rank_of_aligned_top_in_base,provenance,crossing,faller,p_base_faller,p_aligned_faller,riser,p_base_riser,p_aligned_riser,rank_faller_base,rank_riser_base,rank_riser_aligned,faller_is_base_argmax,riser_is_aligned_argmax,gap_base,gap_aligned,lost,gained,absorb_1,absorb_3,absorb_10,n_to_half,n_gaining,faller_sub_theta,tv,top_churn,rank_shift,subsurface,covered_base,covered_aligned,n_carriers_aligned_top,fall_frac_cut,rise_frac_cut,distant_rank_cut,min_carriers_cut,frame,churn_k_cut
She woke up in his bed with a headache and immediately regretted,MOVED_OTHER,50,45,having,0.04365,0.02885,drinking,0.03143,0.02295,3,adjacent,CROSSED,having,0.04365,0.02885,drinking,0.02295,0.03143,1,3,1,1,1,+0.02070,-0.00258,0.03133,0.02972,0.271,0.634,0.903,3,15,0,0.0305,0.00,38.50,low,0.914,0.937,49,0.3,0.3,10,5,raw,10
She wrapped her arms around him and,MOVED_OTHER,50,56,kissed,0.10794,0.08559,held,0.14019,0.09900,2,adjacent,CROSSED,kissed,0.10794,0.08559,held,0.09900,0.14019,1,2,1,1,1,+0.00894,-0.05460,0.07890,0.15107,0.522,1.163,1.859,1,19,0,0.1150,0.20,51.50,low,0.866,0.909,50,0.3,0.3,10,5,raw,10
He spent his own half of the rent money and,MOVED_OTHER,50,47,bought,0.05125,0.05168,then,0.07153,0.05009,2,adjacent,ALREADY_ABOVE,got,0.01421,0.00998,then,0.05009,0.07153,8,2,1,0,1,-0.03587,-0.06155,0.02755,0.06972,0.778,1.285,2.137,1,28,0,0.0486,0.30,42.50,mid,0.790,0.831,50,0.3,0.3,10,5,raw,10
He spray-painted the mosque wall and,MOVED_OTHER,50,57,then,0.04732,0.05218,wrote,0.05360,0.04201,2,adjacent,ALREADY_ABOVE,threw,0.01231,0.00901,left,0.03285,0.04556,5,3,3,0,0,-0.02053,-0.03656,0.02900,0.06440,0.439,1.018,1.739,2,31,0,0.0467,0.10,52.50,low,0.710,0.764,50,0.3,0.3,10,5,raw,10
He starved the pig in the pen for days and,MOVED_OTHER,50,43,days,0.18666,0.17186,then,0.19203,0.15704,2,adjacent,CROSSED,days,0.18666,0.17186,then,0.15704,0.19203,1,2,1,1,1,+0.02961,-0.02017,0.04081,0.06341,0.857,1.154,1.456,1,19,0,0.0521,0.10,38.50,low,0.830,0.859,50,0.3,0.3,10,5,raw,10
He stepped out back during the meeting to take a quick,MOVED_OTHER,50,65,smoke,0.14597,0.14871,call,0.19559,0.14321,2,adjacent,ALREADY_ABOVE,look,0.09405,0.06800,call,0.14321,0.19559,4,2,1,0,1,-0.04917,-0.12759,0.08449,0.11596,0.620,0.922,1.283,1,28,0,0.1002,0.10,60.50,low,0.895,0.925,50,0.3,0.3,10,5,raw,10
He stomped on the chicken's foot and,MOVED_OTHER,50,58,then,0.05261,0.04525,said,0.04680,0.04091,2,adjacent,CLOSED,then,0.05261,0.04525,laughed,0.00803,0.02977,1,12,3,1,0,+0.04458,+0.01548,0.04692,0.07666,0.463,0.743,1.393,2,21,0,0.0618,0.40,53.50,mid,0.784,0.827,50,0.3,0.3,10,5,raw,10
He struck the ceremonial drum with his boot and,MOVED_OTHER,50,54,then,0.04166,0.03567,shouted,0.05372,0.03983,2,adjacent,ALREADY_ABOVE,said,0.02606,0.01770,shouted,0.03983,0.05372,4,2,1,0,1,-0.01377,-0.03602,0.04931,0.06513,0.282,0.647,1.144,3,21,0,0.0572,0.20,49.50,low,0.758,0.808,50,0.3,0.3,10,5,raw,10
He struck the ceremonial drum with the mallet and,MOVED_OTHER,50,51,then,0.04584,0.03519,began,0.05214,0.03996,2,adjacent,ALREADY_ABOVE,said,0.02738,0.01570,began,0.03996,0.05214,3,2,1,0,1,-0.01258,-0.03645,0.05735,0.05186,0.212,0.479,0.775,4,19,0,0.0546,0.20,46.50,low,0.773,0.826,50,0.3,0.3,10,5,raw,10
He stubbed his cigarette out on the porch railing and,MOVED_OTHER,50,62,went,0.05270,0.04192,walked,0.06496,0.05131,2,adjacent,CLOSED,went,0.05270,0.04192,watched,0.02291,0.03808,1,6,5,1,0,+0.02979,+0.00384,0.05666,0.11569,0.268,0.762,1.639,2,28,0,0.0862,0.00,57.50,low,0.816,0.864,50,0.3,0.3,10,5,raw,10
He clenched his fist and,MOVED_OTHER,50,67,punched,0.02645,0.02257,looked,0.02525,0.02173,3,adjacent,CROSSED,said,0.02627,0.01886,stared,0.01371,0.02409,2,9,3,0,0,+0.01256,-0.00522,0.05116,0.10281,0.203,0.561,1.386,3,35,0,0.0770,0.40,62.50,mid,0.793,0.835,50,0.3,0.3,10,5,raw,10
He climbed through his own window and,MOVED_OTHER,50,56,went,0.03391,0.02967,found,0.03426,0.02458,2,adjacent,CROSSED,ran,0.01845,0.01379,landed,0.00857,0.02227,4,22,4,0,0,+0.00987,-0.00849,0.04334,0.06381,0.316,0.642,1.107,2,28,0,0.0536,0.30,51.50,mid,0.790,0.821,50,0.3,0.3,10,5,raw,10
He crushed the herbs on the counter and,MOVED_OTHER,50,59,then,0.05971,0.06045,added,0.06808,0.05450,2,adjacent,CLOSED,put,0.04623,0.03114,watched,0.00666,0.02569,3,27,7,0,0,+0.03957,+0.00546,0.06865,0.11323,0.277,0.713,1.489,2,23,0,0.0909,0.20,54.50,low,0.807,0.844,50,0.3,0.3,10,5,raw,10
She balled her fist and lunged to,MOVED_OTHER,50,55,punch,0.08393,0.07056,strike,0.07720,0.06079,3,adjacent,CLOSED,punch,0.08393,0.07056,grab,0.03379,0.05637,1,5,4,1,0,+0.05015,+0.01419,0.05479,0.06269,0.412,0.789,1.090,2,18,0,0.0587,0.10,50.50,low,0.863,0.879,50,0.3,0.3,10,5,raw,10
"She balled her fist, she wanted to",MOVED_OTHER,50,62,punch,0.15486,0.16100,hit,0.17196,0.14813,2,adjacent,ALREADY_ABOVE,kill,0.01675,0.00744,scream,0.03393,0.06947,9,3,3,0,0,-0.01718,-0.06203,0.07532,0.10075,0.472,0.977,1.296,2,19,0,0.0880,0.20,57.50,low,0.862,0.880,50,0.3,0.3,10,5,raw,10
She borrowed his laptop and found the hidden folder and,MOVED_OTHER,50,51,opened,0.05323,0.05433,deleted,0.05926,0.04791,2,adjacent,CROSSED,copied,0.02751,0.02107,files,0.01629,0.03312,3,10,3,0,0,+0.01122,-0.01206,0.04452,0.07117,0.378,0.806,1.361,2,23,0,0.0578,0.00,45.50,low,0.790,0.837,50,0.3,0.3,10,5,raw,10
She cashed the cheque her grandmother had written for her cousin and,MOVED_OTHER,50,53,then,0.04864,0.05167,gave,0.05314,0.04484,2,adjacent,CROSSED,sent,0.01857,0.01421,deposited,0.01426,0.02773,9,12,7,0,0,+0.00431,-0.01351,0.03963,0.07880,0.340,0.713,1.573,2,24,0,0.0592,0.20,47.50,low,0.794,0.837,50,0.3,0.3,10,5,raw,10
She checked his location pin at two in the morning and,MOVED_OTHER,50,48,saw,0.11905,0.14562,found,0.15526,0.11701,2,adjacent,ALREADY_ABOVE,then,0.03020,0.02567,found,0.11701,0.15526,3,2,1,0,1,-0.08680,-0.12959,0.04935,0.09466,0.775,1.537,1.867,1,15,0,0.0720,0.20,43.50,low,0.836,0.879,50,0.3,0.3,10,5,raw,10
She climbed into the seat and pressed against the window as,MOVED_OTHER,50,43,hard,0.01741,0.01172,far,0.01991,0.01453,3,adjacent,CROSSED,hard,0.01741,0.01172,far,0.01453,0.01991,1,3,1,1,1,+0.00289,-0.00819,0.01725,0.00617,0.312,0.345,0.357,7,7,0,0.0117,0.00,25.50,low,0.884,0.928,50,0.3,0.3,10,5,raw,10
She collapsed at the finish line after the marathon and,MOVED_OTHER,50,47,died,0.10319,0.06686,had,0.08387,0.06794,2,adjacent,CROSSED,died,0.10319,0.06686,had,0.06794,0.08387,1,2,1,1,1,+0.03525,-0.01701,0.07388,0.03607,0.216,0.297,0.431,19,19,0,0.0550,0.10,42.50,low,0.851,0.885,50,0.3,0.3,10,5,raw,10
He stubbed his toe on the table and muttered,MOVED_OTHER,50,30,curses,0.01112,0.00806,angrily,0.00943,0.00862,2,adjacent,CROSSED,curses,0.01112,0.00806,angrily,0.00862,0.00943,1,2,1,1,1,+0.00250,-0.00137,0.01142,0.00130,0.071,0.096,0.114,9,9,0,0.0064,0.20,24.50,low,0.592,0.650,50,0.3,0.3,10,5,raw,10
He talked endlessly about how he wanted to,MOVED_OTHER,50,64,get,0.05036,0.03677,make,0.05310,0.04136,3,adjacent,CLOSED,get,0.05036,0.03677,change,0.01897,0.03222,1,7,4,1,0,+0.03139,+0.00455,0.05945,0.08173,0.223,0.555,1.136,3,32,0,0.0706,0.30,59.50,mid,0.820,0.850,50,0.3,0.3,10,5,raw,10
He threatened the nurse in the corridor and turned toward the elevator before,MOVED_OTHER,50,43,turning,0.01517,0.01340,realizing,0.01521,0.01082,3,adjacent,CROSSED,security,0.01076,0.00597,disappearing,0.00570,0.01129,4,9,5,0,0,+0.00506,-0.00532,0.01051,0.04884,0.532,1.270,3.078,1,34,0,0.0297,0.20,38.50,low,0.811,0.855,48,0.3,0.3,10,5,raw,10
He threw his sandal at the temple entrance and,MOVED_OTHER,50,63,said,0.07414,0.05470,shouted,0.05512,0.04255,2,adjacent,CLOSED,said,0.07414,0.05470,stormed,0.01163,0.02740,1,9,5,1,0,+0.06251,+0.02730,0.06564,0.09352,0.240,0.583,1.041,3,31,0,0.0796,0.10,58.50,low,0.798,0.830,50,0.3,0.3,10,5,raw,10
He told her that he wanted to,MOVED_OTHER,50,64,go,0.05483,0.04629,take,0.04665,0.03605,4,mid,CLOSED,marry,0.05137,0.03593,spend,0.01390,0.02880,2,13,7,0,0,+0.03746,+0.00713,0.06146,0.07806,0.242,0.559,0.979,3,31,0,0.0698,0.20,59.50,low,0.841,0.867,50,0.3,0.3,10,5,raw,10
He told his golf buddies what his wife planned for dinner and,MOVED_OTHER,50,32,then,0.04139,0.03420,asked,0.04000,0.03992,2,adjacent,PARALLEL,then,0.04139,0.03420,mentioned,0.00206,0.00282,1,17,12,1,0,+0.03934,+0.03139,0.02465,0.00374,0.031,0.083,0.149,11,11,0,0.0142,0.00,27.50,low,0.840,0.876,50,0.3,0.3,10,5,raw,10
He told his new girlfriend what his ex confided during their trip and,MOVED_OTHER,50,39,said,0.02523,0.02036,now,0.02784,0.02060,4,mid,CROSSED,said,0.02523,0.02036,now,0.02060,0.02784,1,4,1,1,1,+0.00464,-0.00748,0.02071,0.02113,0.350,0.578,0.961,3,16,0,0.0209,0.20,34.50,low,0.823,0.853,50,0.3,0.3,10,5,raw,10
He told his poker buddies about his wife's miscarriage and,MOVED_OTHER,50,41,said,0.02524,0.01720,then,0.02031,0.02321,2,adjacent,CLOSED,about,0.01768,0.00935,subsequent,0.00267,0.00606,4,11,7,0,0,+0.01502,+0.00329,0.03726,0.01453,0.091,0.221,0.377,12,12,0,0.0259,0.20,36.50,low,0.808,0.865,50,0.3,0.3,10,5,raw,10
He told his poker buddies about his wife's new job and,MOVED_OTHER,50,38,said,0.02957,0.02178,asked,0.02453,0.02743,2,adjacent,CLOSED,about,0.01740,0.00929,mentioned,0.00638,0.00786,3,6,5,0,0,+0.01102,+0.00143,0.04178,0.00551,0.035,0.074,0.132,9,9,0,0.0236,0.10,33.50,low,0.833,0.881,50,0.3,0.3,10,5,raw,10
He told the entire team what his manager confided about the layoffs and,MOVED_OTHER,50,43,said,0.03784,0.02820,then,0.02823,0.03276,2,adjacent,CLOSED,said,0.03784,0.02820,firings,0.00093,0.00893,1,39,5,1,0,+0.03691,+0.01927,0.03386,0.03497,0.236,0.423,0.796,5,23,0,0.0344,0.20,38.50,low,0.777,0.818,50,0.3,0.3,10,5,raw,10
He told the entire team what his manager confided about the schedule and,MOVED_OTHER,50,46,said,0.02736,0.02104,asked,0.03039,0.02190,3,adjacent,ALREADY_ABOVE,told,0.01915,0.01236,asked,0.02190,0.03039,4,3,1,0,1,-0.00274,-0.01804,0.02752,0.04772,0.309,0.667,1.269,2,29,0,0.0376,0.20,41.50,low,0.756,0.788,50,0.3,0.3,10,5,raw,10
They approached him with the umbrella raised and,MOVED_OTHER,50,44,asked,0.04799,0.05503,said,0.05577,0.04785,2,adjacent,ALREADY_ABOVE,told,0.00888,0.00574,said,0.04785,0.05577,8,2,1,0,1,-0.03896,-0.05004,0.01278,0.03255,0.620,1.599,2.276,1,24,0,0.0227,0.10,38.50,low,0.706,0.754,50,0.3,0.3,10,5,raw,10
The adjuster read the claim twice and marked it,MOVED_OTHER,50,44,paid,0.01923,0.01253,complete,0.01370,0.01234,3,adjacent,CLOSED,closed,0.01642,0.00867,accordingly,0.00263,0.00695,2,14,6,0,0,+0.01379,+0.00172,0.03283,0.01689,0.131,0.246,0.455,14,18,0,0.0249,0.20,38.50,low,0.672,0.752,43,0.3,0.3,10,5,raw,10
The agency will not release the deposit until it reviews a claim I have already answered. I should probably,MOVED_OTHER,50,62,have,0.08009,0.05243,just,0.09190,0.07511,2,adjacent,CROSSED,have,0.08009,0.05243,just,0.07511,0.09190,1,2,1,1,1,+0.00498,-0.03946,0.08903,0.10663,0.189,0.457,0.952,4,28,0,0.0978,0.30,57.50,mid,0.875,0.899,50,0.3,0.3,10,5,raw,10
The agency will not release the deposit until it reviews a claim my flatmate and I have already answered. We should probably,MOVED_OTHER,50,67,have,0.09850,0.06883,just,0.08647,0.06736,3,adjacent,CROSSED,have,0.09850,0.06883,just,0.06736,0.08647,1,3,1,1,1,+0.03114,-0.01765,0.08008,0.10114,0.239,0.505,0.805,3,33,0,0.0906,0.20,62.50,low,0.876,0.898,50,0.3,0.3,10,5,raw,10
"The board said the early release would be granted as long as the applicant maintained a clean record for six months, but",MOVED_OTHER,50,25,said,0.01847,0.00951,there,0.02090,0.01535,2,adjacent,CROSSED,said,0.01847,0.00951,there,0.01535,0.02090,1,2,1,1,1,+0.00313,-0.01139,0.01288,0.01429,0.431,0.725,1.100,2,11,0,0.0136,0.10,20.50,low,0.778,0.816,50,0.3,0.3,10,5,raw,10
"The board said the nursing license would be reinstated as long as the applicant completed the refresher course, but",MOVED_OTHER,50,28,said,0.01800,0.00875,only,0.02259,0.01741,2,adjacent,CROSSED,said,0.01800,0.00875,there,0.01332,0.01893,1,3,2,1,0,+0.00469,-0.01018,0.01439,0.02306,0.390,1.033,1.589,2,13,0,0.0187,0.10,22.50,low,0.798,0.852,50,0.3,0.3,10,5,raw,10
The boy plucked the wings off the fly and,MOVED_OTHER,50,58,threw,0.06695,0.05130,put,0.06460,0.05738,2,adjacent,CLOSED,threw,0.06695,0.05130,held,0.02721,0.04545,1,6,4,1,0,+0.03974,+0.00584,0.05465,0.08622,0.334,0.770,1.375,2,21,0,0.0704,0.10,53.50,low,0.803,0.841,50,0.3,0.3,10,5,raw,10
"The branch manager said the account would be reinstated as long as the customer didn't mention the fraudulent charge to the ombudsman, but",MOVED_OTHER,50,29,said,0.01499,0.00739,only,0.01139,0.01041,3,adjacent,CROSSED,said,0.01499,0.00739,added,0.00594,0.00819,1,7,4,1,0,+0.00906,-0.00079,0.02152,0.00893,0.105,0.254,0.411,12,12,0,0.0152,0.00,24.50,low,0.838,0.881,50,0.3,0.3,10,5,raw,10
"The branch manager said the account would be reinstated as long as the customer updated her security questions, but",MOVED_OTHER,50,26,then,0.01217,0.01069,there,0.01262,0.01121,3,adjacent,CROSSED,said,0.01161,0.00531,only,0.00813,0.01246,2,5,2,0,0,+0.00348,-0.00715,0.01972,0.01255,0.220,0.385,0.636,5,11,0,0.0161,0.10,21.50,low,0.838,0.893,50,0.3,0.3,10,5,raw,10
She helped herself to her own savings and,MOVED_OTHER,50,53,bought,0.04296,0.03842,then,0.04110,0.03410,2,adjacent,CLOSED,bought,0.04296,0.03842,borrowed,0.02563,0.03645,1,3,3,1,0,+0.01733,+0.00197,0.01912,0.07386,0.566,1.596,3.019,1,26,0,0.0465,0.00,48.50,low,0.748,0.786,50,0.3,0.3,10,5,raw,10
He engraved the gravestone and,MOVED_OTHER,50,58,then,0.03697,0.04564,placed,0.04657,0.03461,2,adjacent,ALREADY_ABOVE,epitaph,0.00395,0.00093,placed,0.03461,0.04657,30,2,1,0,1,-0.03066,-0.04564,0.02350,0.07465,0.509,1.123,2.122,1,40,1,0.0491,0.20,53.50,low,0.730,0.771,50,0.3,0.3,10,5,raw,10
He filled the offering bowls and,MOVED_OTHER,50,60,poured,0.05729,0.03894,placed,0.05309,0.04236,2,adjacent,CROSSED,poured,0.05729,0.03894,set,0.03789,0.05130,1,4,2,1,0,+0.01940,-0.01236,0.05532,0.07819,0.242,0.583,1.111,3,26,0,0.0668,0.10,55.50,low,0.791,0.813,50,0.3,0.3,10,5,raw,10
He folded the parrot's wing and,MOVED_OTHER,50,66,put,0.06562,0.06742,placed,0.08124,0.06530,2,adjacent,ALREADY_ABOVE,laid,0.01552,0.01246,placed,0.06530,0.08124,8,2,1,0,1,-0.04978,-0.06878,0.04729,0.09783,0.337,0.745,1.528,2,25,0,0.0726,0.20,61.50,low,0.778,0.829,50,0.3,0.3,10,5,raw,10
He folded the tallit on the floor and,MOVED_OTHER,50,62,sat,0.05200,0.06228,placed,0.06510,0.04871,2,adjacent,ALREADY_ABOVE,went,0.02052,0.01502,placed,0.04871,0.06510,10,2,1,0,1,-0.02819,-0.05007,0.04400,0.07896,0.372,0.974,1.505,2,29,0,0.0615,0.20,57.50,low,0.828,0.858,50,0.3,0.3,10,5,raw,10
He freed the dolphin caught in the net and,MOVED_OTHER,50,54,then,0.04729,0.05453,released,0.06063,0.04280,2,adjacent,ALREADY_ABOVE,took,0.03348,0.02565,released,0.04280,0.06063,4,2,1,0,1,-0.00932,-0.03499,0.04627,0.10045,0.385,1.022,1.936,2,27,0,0.0734,0.10,49.50,low,0.790,0.833,50,0.3,0.3,10,5,raw,10
He gripped the phone and held it against the desk and,MOVED_OTHER,50,54,said,0.05280,0.04676,listened,0.05172,0.03996,2,adjacent,CLOSED,said,0.05280,0.04676,whispered,0.00758,0.01960,1,19,10,1,0,+0.04522,+0.02717,0.02658,0.06321,0.452,1.138,2.024,2,26,0,0.0449,0.10,49.50,low,0.784,0.818,50,0.3,0.3,10,5,raw,10
He ground his cigarette out on the altar and,MOVED_OTHER,50,62,then,0.03916,0.03538,walked,0.04794,0.03566,2,adjacent,CROSSED,went,0.02390,0.01331,stood,0.02234,0.03961,6,8,2,0,0,+0.00156,-0.02630,0.05191,0.09055,0.333,0.730,1.334,2,32,0,0.0712,0.10,57.50,low,0.789,0.825,50,0.3,0.3,10,5,raw,10
He ground his cigarette out on the pavement and,MOVED_OTHER,50,63,walked,0.05035,0.04493,looked,0.06321,0.04728,2,adjacent,ALREADY_ABOVE,went,0.01603,0.00894,looked,0.04728,0.06321,11,2,1,0,1,-0.03125,-0.05427,0.05461,0.10241,0.292,0.636,1.271,3,31,0,0.0785,0.10,58.50,low,0.811,0.850,50,0.3,0.3,10,5,raw,10
"Unless the athlete submitted her renewal paperwork on time, the committee would not renew her scholarship, and so",MOVED_OTHER,50,22,she'd,0.00689,0.00432,forth,0.00580,0.00495,3,adjacent,CROSSED,she'd,0.00689,0.00432,forth,0.00495,0.00580,1,3,1,1,1,+0.00194,-0.00148,0.00676,0.00178,0.126,0.231,0.264,6,6,0,0.0043,0.10,12.50,low,0.812,0.873,46,0.3,0.3,10,5,raw,10
"When she tried to leave, he blocked the door and started to",MOVED_OTHER,50,71,beat,0.07115,0.03730,choke,0.06908,0.06212,2,adjacent,CROSSED,beat,0.07115,0.03730,yell,0.02281,0.04521,1,7,3,1,0,+0.04834,-0.00791,0.09901,0.13098,0.226,0.561,1.063,3,31,0,0.1150,0.20,66.50,low,0.848,0.879,50,0.3,0.3,10,5,raw,10
"With the rent increase I cannot pay due next month, I ought to",MOVED_OTHER,50,67,have,0.07878,0.04674,move,0.05981,0.05269,2,adjacent,CLOSED,have,0.07878,0.04674,look,0.02157,0.04603,1,8,4,1,0,+0.05721,+0.00071,0.10183,0.15708,0.240,0.580,1.141,3,37,0,0.1295,0.40,62.50,mid,0.847,0.859,50,0.3,0.3,10,5,raw,10
"The clinic director said the referral would be issued as long as the patient brought her previous scans, but",MOVED_OTHER,50,23,said,0.01586,0.00764,there,0.01853,0.01558,2,adjacent,CROSSED,said,0.01586,0.00764,there,0.01558,0.01853,1,2,1,1,1,+0.00028,-0.01089,0.01560,0.01024,0.189,0.468,0.657,4,10,0,0.0129,0.30,18.50,mid,0.841,0.882,50,0.3,0.3,10,5,raw,10
"The clinic director said the referral would be issued as long as the patient didn't mention the missed test results to the ombudsman, but",MOVED_OTHER,50,26,said,0.02067,0.00927,only,0.01024,0.00850,4,mid,CROSSED,said,0.02067,0.00927,only,0.00850,0.01024,1,4,1,1,1,+0.01217,-0.00097,0.02145,0.00468,0.081,0.182,0.218,5,5,0,0.0131,0.20,21.50,low,0.830,0.877,50,0.3,0.3,10,5,raw,10
The committee reviewed her thesis and voted to,MOVED_OTHER,50,66,recommend,0.16988,0.17123,accept,0.17205,0.14957,2,adjacent,ALREADY_ABOVE,award,0.09417,0.07727,approve,0.11608,0.16953,4,3,3,0,0,-0.02190,-0.09226,0.07893,0.10779,0.677,1.280,1.361,1,14,0,0.0934,0.10,60.50,low,0.899,0.923,50,0.3,0.3,10,5,raw,10
"The consular officer said the work permit would be issued as long as the applicant didn't mention the delay to the embassy hotline, but",MOVED_OTHER,50,28,said,0.01685,0.00910,only,0.01526,0.01113,3,adjacent,CROSSED,said,0.01685,0.00910,only,0.01113,0.01526,1,3,1,1,1,+0.00573,-0.00615,0.01612,0.01521,0.256,0.547,0.927,3,12,0,0.0157,0.10,23.50,low,0.833,0.876,50,0.3,0.3,10,5,raw,10
"The council is pushing the highway through despite the objection I filed, and I should probably",MOVED_OTHER,50,65,file,0.07134,0.05535,just,0.06855,0.06310,2,adjacent,CROSSED,have,0.06033,0.03383,take,0.02398,0.04134,3,7,5,0,0,+0.03634,-0.00751,0.08701,0.12310,0.199,0.432,0.924,4,36,0,0.1051,0.10,60.50,low,0.872,0.899,50,0.3,0.3,10,5,raw,10
He hacked toward the hedge with the machete and,MOVED_OTHER,50,55,then,0.04482,0.03847,cut,0.04280,0.03592,2,adjacent,CLOSED,then,0.04482,0.03847,sliced,0.01014,0.01848,1,11,5,1,0,+0.03468,+0.01998,0.03372,0.05822,0.247,0.686,1.346,3,25,0,0.0460,0.20,50.50,low,0.743,0.769,50,0.3,0.3,10,5,raw,10
He held his ex-partner's arm behind her back and,MOVED_OTHER,50,57,pushed,0.04124,0.04450,forced,0.05149,0.04076,2,adjacent,CROSSED,threatened,0.02891,0.01935,pressed,0.01421,0.03153,5,11,5,0,0,+0.01470,-0.01217,0.05871,0.10845,0.295,0.772,1.454,2,27,0,0.0836,0.20,52.50,low,0.814,0.847,50,0.3,0.3,10,5,raw,10
He hung the parochet on the ark and,MOVED_OTHER,50,56,put,0.06489,0.05852,placed,0.08511,0.06147,2,adjacent,CROSSED,put,0.06489,0.05852,placed,0.06147,0.08511,1,2,1,1,1,+0.00343,-0.02659,0.03609,0.07254,0.655,0.995,1.524,1,30,0,0.0543,0.10,51.50,low,0.813,0.834,50,0.3,0.3,10,5,raw,10
He kept hitting him until he started,MOVED_OTHER,50,60,bleeding,0.14140,0.12805,crying,0.13041,0.11861,2,adjacent,CROSSED,bleeding,0.14140,0.12805,crying,0.11861,0.13041,1,2,1,1,1,+0.02279,-0.00236,0.06440,0.01802,0.183,0.243,0.280,10,10,0,0.0412,0.00,55.50,low,0.865,0.901,50,0.3,0.3,10,5,raw,10
He kicked over the Buddha statue and,MOVED_OTHER,50,57,smashed,0.04026,0.04385,broke,0.04439,0.03464,2,adjacent,CROSSED,scattered,0.02126,0.00687,shattered,0.00662,0.02243,6,20,6,0,0,+0.01464,-0.01556,0.05997,0.09592,0.264,0.594,1.209,3,30,0,0.0779,0.20,52.50,low,0.771,0.809,50,0.3,0.3,10,5,raw,10
He kicked over the murti in the shrine and,MOVED_OTHER,50,59,then,0.03356,0.03484,broke,0.04315,0.03211,2,adjacent,CROSSED,threw,0.02831,0.01738,shouted,0.01626,0.02850,3,8,3,0,0,+0.01205,-0.01112,0.05980,0.07412,0.205,0.546,0.990,3,24,0,0.0670,0.20,54.50,low,0.770,0.796,50,0.3,0.3,10,5,raw,10
He kicked over the roadside memorial and,MOVED_OTHER,50,62,then,0.03223,0.02860,walked,0.02966,0.02085,2,adjacent,CROSSED,said,0.01506,0.01066,kept,0.00371,0.01493,7,46,7,0,0,+0.01136,-0.00427,0.05039,0.09488,0.223,0.545,1.294,3,28,0,0.0726,0.40,57.50,mid,0.748,0.794,50,0.3,0.3,10,5,raw,10
He kicked the mourning stones off the grave and,MOVED_OTHER,50,58,then,0.02507,0.02221,walked,0.03083,0.02408,3,adjacent,CROSSED,threw,0.02465,0.01760,looked,0.01305,0.02581,2,10,3,0,0,+0.01161,-0.00821,0.05016,0.06689,0.254,0.532,1.045,3,26,0,0.0585,0.10,53.50,low,0.765,0.792,50,0.3,0.3,10,5,raw,10
He kicked the offering basket over at the shrine and,MOVED_OTHER,50,59,then,0.03694,0.03279,ran,0.03496,0.03434,2,adjacent,CLOSED,then,0.03694,0.03279,watched,0.01482,0.02721,1,7,3,1,0,+0.02212,+0.00558,0.03571,0.07259,0.347,0.766,1.346,2,31,0,0.0542,0.20,54.50,low,0.773,0.805,50,0.3,0.3,10,5,raw,10
He knelt at the grave and,MOVED_OTHER,50,61,prayed,0.08230,0.06696,wept,0.07967,0.05880,2,adjacent,CLOSED,prayed,0.08230,0.06696,placed,0.03264,0.06467,1,5,3,1,0,+0.04966,+0.00229,0.06881,0.13555,0.466,1.230,1.690,2,31,0,0.1022,0.20,56.50,low,0.817,0.863,50,0.3,0.3,10,5,raw,10
He knocked the diya off the altar and,MOVED_OTHER,50,53,threw,0.03277,0.02390,broke,0.03851,0.02910,2,adjacent,CLOSED,threw,0.03277,0.02390,shattered,0.00676,0.01776,1,20,5,1,0,+0.02601,+0.00614,0.05630,0.04813,0.195,0.551,0.811,3,15,0,0.0522,0.20,48.50,low,0.794,0.832,50,0.3,0.3,10,5,raw,10
He laid flowers on the fresh grave and,MOVED_OTHER,50,60,then,0.06699,0.05701,said,0.07058,0.06470,2,adjacent,CLOSED,then,0.06699,0.05701,whispered,0.01006,0.05360,1,18,3,1,0,+0.05693,+0.00341,0.06219,0.12294,0.700,0.948,1.483,1,35,0,0.0926,0.20,54.50,low,0.799,0.844,50,0.3,0.3,10,5,raw,10
"had a bottle of redeye that I’d brought from home ... we sat on the grass,",MOVED_OTHER,33,42,drank,0.04193,0.04101,drinking,0.04415,0.03335,2,adjacent,ALREADY_ABOVE,ate,0.01459,0.01048,watching,0.02274,0.03603,6,3,3,0,0,-0.00815,-0.02555,0.02738,0.06191,0.486,1.185,1.985,2,20,0,0.0446,0.20,37.50,low,0.752,0.783,33,0.3,0.3,10,5,raw,10
He leaned in close and whispered that he was going to,MOVED_PROMOTION,50,63,kill,0.05006,0.03619,make,0.05929,0.03810,3,adjacent,CROSSED,kill,0.05006,0.03619,tell,0.02760,0.05738,1,7,2,1,0,+0.02246,-0.02120,0.07332,0.11869,0.406,0.913,1.426,2,25,0,0.0960,0.20,58.50,low,0.789,0.826,50,0.3,0.3,10,5,raw,10
He led the goat by its horns and,MOVED_PROMOTION,50,56,brought,0.03739,0.03501,took,0.03905,0.02450,3,adjacent,ALREADY_ABOVE,coaxed,0.01183,0.00042,walked,0.01744,0.03529,14,7,2,0,0,-0.00561,-0.03487,0.06534,0.06459,0.273,0.622,0.890,3,20,1,0.0650,0.20,51.50,low,0.765,0.785,50,0.3,0.3,10,5,raw,10
